IB Offset,Index,Index + Base,0 - POSITION0 (R16G16B16A16_FLOAT) : Component 0,0 - POSITION0 (R16G16B16A16_FLOAT) : Component 1,0 - POSITION0 (R16G16B16A16_FLOAT) : Component 2,0 - POSITION0 (R16G16B16A16_FLOAT) : Component 3,1 - NORMAL0 (R16G16B16A16_FLOAT) : Component 0,1 - NORMAL0 (R16G16B16A16_FLOAT) : Component 1,1 - NORMAL0 (R16G16B16A16_FLOAT) : Component 2,1 - NORMAL0 (R16G16B16A16_FLOAT) : Component 3,2 - BINORMAL0 (R8G8B8A8_UNORM) : Component 0,2 - BINORMAL0 (R8G8B8A8_UNORM) : Component 1,2 - BINORMAL0 (R8G8B8A8_UNORM) : Component 2,2 - BINORMAL0 (R8G8B8A8_UNORM) : Component 3,3 - TEXCOORD0 (R16G16_FLOAT) : Component 0,3 - TEXCOORD0 (R16G16_FLOAT) : Component 1,4 - COLOR0 (R32G32B32A32_FLOAT) : Component 0,4 - COLOR0 (R32G32B32A32_FLOAT) : Component 1,4 - COLOR0 (R32G32B32A32_FLOAT) : Component 2,4 - COLOR0 (R32G32B32A32_FLOAT) : Component 3,5 - COLOR1 (R32G32B32A32_FLOAT) : Component 0,5 - COLOR1 (R32G32B32A32_FLOAT) : Component 1,5 - COLOR1 (R32G32B32A32_FLOAT) : Component 2,5 - COLOR1 (R32G32B32A32_FLOAT) : Component 3,6 - TEXCOORD4 (R32G32B32A32_FLOAT) : Component 0,6 - TEXCOORD4 (R32G32B32A32_FLOAT) : Component 1,6 - TEXCOORD4 (R32G32B32A32_FLOAT) : Component 2,6 - TEXCOORD4 (R32G32B32A32_FLOAT) : Component 3,7 - TEXCOORD5 (R32G32B32A32_FLOAT) : Component 0,7 - TEXCOORD5 (R32G32B32A32_FLOAT) : Component 1,7 - TEXCOORD5 (R32G32B32A32_FLOAT) : Component 2,7 - TEXCOORD5 (R32G32B32A32_FLOAT) : Component 3,8 - TANGENT0 (R32G32B32A32_FLOAT) : Component 0,8 - TANGENT0 (R32G32B32A32_FLOAT) : Component 1,8 - TANGENT0 (R32G32B32A32_FLOAT) : Component 2,8 - TANGENT0 (R32G32B32A32_FLOAT) : Component 3
35,18,18,-12.0000,1.0000,5.9414,0.9053,1.0000,0.0000,0.0000,0.0000,127,255,127,255,0.0010,1.0000,0.0079,0.0029,32.1973,0.0014,0.0079,0.0029,32.1973,0.0014,0.0079,0.0029,32.1973,0.0014,0.0079,0.0029,32.1973,0.0014,0.0079,0.0029,32.1973,0.0014
36,17,17,-12.0000,3.0000,3.9414,1.0000,1.0000,0.0000,0.0000,0.0000,127,255,127,255,0.4990,0.5000,32.1973,0.0078,0.0079,0.0029,32.1973,0.0078,0.0079,0.0029,32.1973,0.0078,0.0079,0.0029,32.1973,0.0078,0.0079,0.0029,32.1973,0.0078,0.0079,0.0029
37,20,20,-12.0000,5.0000,3.9414,1.0000,1.0000,0.0000,0.0000,0.0000,127,255,127,255,0.4990,0.0010,2060.6250,0.0078,2060.6250,0.0031,2060.6250,0.0078,2060.6250,0.0031,2060.6250,0.0078,2060.6250,0.0031,2060.6250,0.0078,2060.6250,0.0031,2060.6250,0.0078,2060.6250,0.0031
38,19,19,-12.0000,3.0000,5.9414,0.8423,1.0000,0.0000,0.0000,0.0000,127,255,127,255,0.0010,0.5000,32.1973,0.0014,2060.6250,0.0078,32.1973,0.0014,2060.6250,0.0078,32.1973,0.0014,2060.6250,0.0078,32.1973,0.0014,2060.6250,0.0078,32.1973,0.0014,2060.6250,0.0078
39,20,20,-12.0000,5.0000,3.9414,1.0000,1.0000,0.0000,0.0000,0.0000,127,255,127,255,0.4990,0.0010,2060.6250,0.0078,2060.6250,0.0031,2060.6250,0.0078,2060.6250,0.0031,2060.6250,0.0078,2060.6250,0.0031,2060.6250,0.0078,2060.6250,0.0031,2060.6250,0.0078,2060.6250,0.0031
40,21,21,-12.0000,5.0000,5.9414,0.9106,1.0000,0.0000,0.0000,0.0000,127,255,127,255,0.0010,0.0010,2060.6250,0.0031,0.0079,0.0001,2060.6250,0.0031,0.0079,0.0001,2060.6250,0.0031,0.0079,0.0001,2060.6250,0.0031,0.0079,0.0001,2060.6250,0.0031,0.0079,0.0001
41,19,19,-12.0000,3.0000,5.9414,0.8423,1.0000,0.0000,0.0000,0.0000,127,255,127,255,0.0010,0.5000,32.1973,0.0014,2060.6250,0.0078,32.1973,0.0014,2060.6250,0.0078,32.1973,0.0014,2060.6250,0.0078,32.1973,0.0014,2060.6250,0.0078,32.1973,0.0014,2060.6250,0.0078
42,22,22,-12.0000,1.0000,8.0000,0.6172,1.0000,0.0000,0.0000,0.0000,127,255,127,0,0.9990,1.0000,0.0079,0.0001,0.0079,0.0029,0.0079,0.0001,0.0079,0.0029,0.0079,0.0001,0.0079,0.0029,0.0079,0.0001,0.0079,0.0029,0.0079,0.0001,0.0079,0.0029
43,23,23,-12.0000,1.0000,5.9414,0.9053,1.0000,0.0000,0.0000,0.0000,127,255,127,0,0.5010,1.0000,0.0079,0.0029,32.1973,0.0000,0.0079,0.0029,32.1973,0.0000,0.0079,0.0029,32.1973,0.0000,0.0079,0.0029,32.1973,0.0000,0.0079,0.0029,32.1973,0.0000
44,24,24,-12.0000,3.0000,8.0000,0.4922,1.0000,0.0000,0.0000,0.0000,127,255,127,0,0.9990,0.5000,32.1973,0.0000,32.1973,0.0014,32.1973,0.0000,32.1973,0.0014,32.1973,0.0000,32.1973,0.0014,32.1973,0.0000,32.1973,0.0014,32.1973,0.0000,32.1973,0.0014
45,23,23,-12.0000,1.0000,5.9414,0.9053,1.0000,0.0000,0.0000,0.0000,127,255,127,0,0.5010,1.0000,0.0079,0.0029,32.1973,0.0000,0.0079,0.0029,32.1973,0.0000,0.0079,0.0029,32.1973,0.0000,0.0079,0.0029,32.1973,0.0000,0.0079,0.0029,32.1973,0.0000
46,25,25,-12.0000,3.0000,5.9414,0.8423,1.0000,0.0000,0.0000,0.0000,127,255,127,0,0.5010,0.5000,32.1973,0.0014,2060.6250,0.0001,32.1973,0.0014,2060.6250,0.0001,32.1973,0.0014,2060.6250,0.0001,32.1973,0.0014,2060.6250,0.0001,32.1973,0.0014,2060.6250,0.0001
47,24,24,-12.0000,3.0000,8.0000,0.4922,1.0000,0.0000,0.0000,0.0000,127,255,127,0,0.9990,0.5000,32.1973,0.0000,32.1973,0.0014,32.1973,0.0000,32.1973,0.0014,32.1973,0.0000,32.1973,0.0014,32.1973,0.0000,32.1973,0.0014,32.1973,0.0000,32.1973,0.0014
48,24,24,-12.0000,3.0000,8.0000,0.4922,1.0000,0.0000,0.0000,0.0000,127,255,127,0,0.9990,0.5000,32.1973,0.0000,32.1973,0.0014,32.1973,0.0000,32.1973,0.0014,32.1973,0.0000,32.1973,0.0014,32.1973,0.0000,32.1973,0.0014,32.1973,0.0000,32.1973,0.0014
49,25,25,-12.0000,3.0000,5.9414,0.8423,1.0000,0.0000,0.0000,0.0000,127,255,127,0,0.5010,0.5000,32.1973,0.0014,2060.6250,0.0001,32.1973,0.0014,2060.6250,0.0001,32.1973,0.0014,2060.6250,0.0001,32.1973,0.0014,2060.6250,0.0001,32.1973,0.0014,2060.6250,0.0001
50,26,26,-12.0000,5.0000,8.0000,0.5781,1.0000,0.0000,0.0000,0.0000,127,255,127,0,0.9990,0.0010,2060.6250,0.0001,2060.6250,0.0031,2060.6250,0.0001,2060.6250,0.0031,2060.6250,0.0001,2060.6250,0.0031,2060.6250,0.0001,2060.6250,0.0031,2060.6250,0.0001,2060.6250,0.0031
51,25,25,-12.0000,3.0000,5.9414,0.8423,1.0000,0.0000,0.0000,0.0000,127,255,127,0,0.5010,0.5000,32.1973,0.0014,2060.6250,0.0001,32.1973,0.0014,2060.6250,0.0001,32.1973,0.0014,2060.6250,0.0001,32.1973,0.0014,2060.6250,0.0001,32.1973,0.0014,2060.6250,0.0001
52,27,27,-12.0000,5.0000,5.9414,0.9106,1.0000,0.0000,0.0000,0.0000,127,255,127,0,0.5010,0.0010,2060.6250,0.0031,32.1973,0.0079,2060.6250,0.0031,32.1973,0.0079,2060.6250,0.0031,32.1973,0.0079,2060.6250,0.0031,32.1973,0.0079,2060.6250,0.0031,32.1973,0.0079
53,26,26,-12.0000,5.0000,8.0000,0.5781,1.0000,0.0000,0.0000,0.0000,127,255,127,0,0.9990,0.0010,2060.6250,0.0001,2060.6250,0.0031,2060.6250,0.0001,2060.6250,0.0031,2060.6250,0.0001,2060.6250,0.0031,2060.6250,0.0001,2060.6250,0.0031,2060.6250,0.0001,2060.6250,0.0031
54,28,28,-12.0000,3.0000,-4.0586,1.0000,1.0000,0.0000,0.0000,0.0000,127,255,127,255,1.0010,0.5000,32.1973,0.0079,0.0079,0.0079,32.1973,0.0079,0.0079,0.0079,32.1973,0.0079,0.0079,0.0079,32.1973,0.0079,0.0079,0.0079,32.1973,0.0079,0.0079,0.0079
55,29,29,-12.0000,1.0000,-4.0586,1.0000,1.0000,0.0000,0.0000,0.0000,127,255,127,255,1.0010,1.0000,0.0079,0.0079,0.0079,0.0028,0.0079,0.0079,0.0079,0.0028,0.0079,0.0079,0.0079,0.0028,0.0079,0.0079,0.0079,0.0028,0.0079,0.0079,0.0079,0.0028
56,30,30,-12.0000,1.0000,-6.0586,0.9004,1.0000,0.0000,0.0000,0.0000,127,255,127,255,1.4990,1.0000,0.0079,0.0028,32.1973,0.0012,0.0079,0.0028,32.1973,0.0012,0.0079,0.0028,32.1973,0.0012,0.0079,0.0028,32.1973,0.0012,0.0079,0.0028,32.1973,0.0012
57,31,31,-12.0000,3.0000,-6.0586,0.8252,1.0000,0.0000,0.0000,0.0000,127,255,127,255,1.4990,0.5000,32.1973,0.0012,2060.6250,0.0079,32.1973,0.0012,2060.6250,0.0079,32.1973,0.0012,2060.6250,0.0079,32.1973,0.0012,2060.6250,0.0079,32.1973,0.0012,2060.6250,0.0079
58,28,28,-12.0000,3.0000,-4.0586,1.0000,1.0000,0.0000,0.0000,0.0000,127,255,127,255,1.0010,0.5000,32.1973,0.0079,0.0079,0.0079,32.1973,0.0079,0.0079,0.0079,32.1973,0.0079,0.0079,0.0079,32.1973,0.0079,0.0079,0.0079,32.1973,0.0079,0.0079,0.0079
59,30,30,-12.0000,1.0000,-6.0586,0.9004,1.0000,0.0000,0.0000,0.0000,127,255,127,255,1.4990,1.0000,0.0079,0.0028,32.1973,0.0012,0.0079,0.0028,32.1973,0.0012,0.0079,0.0028,32.1973,0.0012,0.0079,0.0028,32.1973,0.0012,0.0079,0.0028,32.1973,0.0012
60,32,32,-12.0000,5.0000,-4.0586,1.0000,1.0000,0.0000,0.0000,0.0000,127,255,127,255,1.0010,0.0010,2060.6250,0.0079,2060.6250,0.0027,2060.6250,0.0079,2060.6250,0.0027,2060.6250,0.0079,2060.6250,0.0027,2060.6250,0.0079,2060.6250,0.0027,2060.6250,0.0079,2060.6250,0.0027
61,28,28,-12.0000,3.0000,-4.0586,1.0000,1.0000,0.0000,0.0000,0.0000,127,255,127,255,1.0010,0.5000,32.1973,0.0079,0.0079,0.0079,32.1973,0.0079,0.0079,0.0079,32.1973,0.0079,0.0079,0.0079,32.1973,0.0079,0.0079,0.0079,32.1973,0.0079,0.0079,0.0079
62,31,31,-12.0000,3.0000,-6.0586,0.8252,1.0000,0.0000,0.0000,0.0000,127,255,127,255,1.4990,0.5000,32.1973,0.0012,2060.6250,0.0079,32.1973,0.0012,2060.6250,0.0079,32.1973,0.0012,2060.6250,0.0079,32.1973,0.0012,2060.6250,0.0079,32.1973,0.0012,2060.6250,0.0079
63,33,33,-12.0000,5.0000,-6.0586,0.8989,1.0000,0.0000,0.0000,0.0000,127,255,127,255,1.4990,0.0010,2060.6250,0.0027,0.0079,0.0079,2060.6250,0.0027,0.0079,0.0079,2060.6250,0.0027,0.0079,0.0079,2060.6250,0.0027,0.0079,0.0079,2060.6250,0.0027,0.0079,0.0079
64,32,32,-12.0000,5.0000,-4.0586,1.0000,1.0000,0.0000,0.0000,0.0000,127,255,127,255,1.0010,0.0010,2060.6250,0.0079,2060.6250,0.0027,2060.6250,0.0079,2060.6250,0.0027,2060.6250,0.0079,2060.6250,0.0027,2060.6250,0.0079,2060.6250,0.0027,2060.6250,0.0079,2060.6250,0.0027
65,31,31,-12.0000,3.0000,-6.0586,0.8252,1.0000,0.0000,0.0000,0.0000,127,255,127,255,1.4990,0.5000,32.1973,0.0012,2060.6250,0.0079,32.1973,0.0012,2060.6250,0.0079,32.1973,0.0012,2060.6250,0.0079,32.1973,0.0012,2060.6250,0.0079,32.1973,0.0012,2060.6250,0.0079
66,34,34,-12.0000,1.0000,-4.0586,1.0000,1.0000,0.0000,0.0000,0.0000,127,255,127,255,0.4990,1.0000,0.0079,0.0079,32.1973,0.0079,0.0079,0.0079,32.1973,0.0079,0.0079,0.0079,32.1973,0.0079,0.0079,0.0079,32.1973,0.0079,0.0079,0.0079,32.1973,0.0079
67,35,35,-12.0000,3.0000,-4.0586,1.0000,1.0000,0.0000,0.0000,0.0000,127,255,127,255,0.4990,0.5000,32.1973,0.0079,0.0079,0.0079,32.1973,0.0079,0.0079,0.0079,32.1973,0.0079,0.0079,0.0079,32.1973,0.0079,0.0079,0.0079,32.1973,0.0079,0.0079,0.0079
68,36,36,-12.0000,1.0000,-2.0586,1.0000,1.0000,0.0000,0.0000,0.0000,127,255,127,255,0.0010,1.0000,0.0079,0.0079,32.1973,0.0079,0.0079,0.0079,32.1973,0.0079,0.0079,0.0079,32.1973,0.0079,0.0079,0.0079,32.1973,0.0079,0.0079,0.0079,32.1973,0.0079
69,35,35,-12.0000,3.0000,-4.0586,1.0000,1.0000,0.0000,0.0000,0.0000,127,255,127,255,0.4990,0.5000,32.1973,0.0079,0.0079,0.0079,32.1973,0.0079,0.0079,0.0079,32.1973,0.0079,0.0079,0.0079,32.1973,0.0079,0.0079,0.0079,32.1973,0.0079,0.0079,0.0079
