IB Offset,Index,Index + Base,0 - POSITION0 (R16G16B16A16_FLOAT) : Component 0,0 - POSITION0 (R16G16B16A16_FLOAT) : Component 1,0 - POSITION0 (R16G16B16A16_FLOAT) : Component 2,0 - POSITION0 (R16G16B16A16_FLOAT) : Component 3,1 - NORMAL0 (R16G16B16A16_FLOAT) : Component 0,1 - NORMAL0 (R16G16B16A16_FLOAT) : Component 1,1 - NORMAL0 (R16G16B16A16_FLOAT) : Component 2,1 - NORMAL0 (R16G16B16A16_FLOAT) : Component 3,2 - BINORMAL0 (R8G8B8A8_UNORM) : Component 0,2 - BINORMAL0 (R8G8B8A8_UNORM) : Component 1,2 - BINORMAL0 (R8G8B8A8_UNORM) : Component 2,2 - BINORMAL0 (R8G8B8A8_UNORM) : Component 3,3 - TEXCOORD0 (R16G16_FLOAT) : Component 0,3 - TEXCOORD0 (R16G16_FLOAT) : Component 1,4 - COLOR0 (R32G32B32A32_FLOAT) : Component 0,4 - COLOR0 (R32G32B32A32_FLOAT) : Component 1,4 - COLOR0 (R32G32B32A32_FLOAT) : Component 2,4 - COLOR0 (R32G32B32A32_FLOAT) : Component 3,5 - COLOR1 (R32G32B32A32_FLOAT) : Component 0,5 - COLOR1 (R32G32B32A32_FLOAT) : Component 1,5 - COLOR1 (R32G32B32A32_FLOAT) : Component 2,5 - COLOR1 (R32G32B32A32_FLOAT) : Component 3,6 - TEXCOORD4 (R32G32B32A32_FLOAT) : Component 0,6 - TEXCOORD4 (R32G32B32A32_FLOAT) : Component 1,6 - TEXCOORD4 (R32G32B32A32_FLOAT) : Component 2,6 - TEXCOORD4 (R32G32B32A32_FLOAT) : Component 3,7 - TEXCOORD5 (R32G32B32A32_FLOAT) : Component 0,7 - TEXCOORD5 (R32G32B32A32_FLOAT) : Component 1,7 - TEXCOORD5 (R32G32B32A32_FLOAT) : Component 2,7 - TEXCOORD5 (R32G32B32A32_FLOAT) : Component 3,8 - TANGENT0 (R32G32B32A32_FLOAT) : Component 0,8 - TANGENT0 (R32G32B32A32_FLOAT) : Component 1,8 - TANGENT0 (R32G32B32A32_FLOAT) : Component 2,8 - TANGENT0 (R32G32B32A32_FLOAT) : Component 3
10,5,5,-12.0000,5.0000,1.9424,1.0000,1.0000,0.0000,0.0000,0.0000,127,255,127,255,1.5010,0.0010,2060.6250,0.0078,32.1973,0.0078,2060.6250,0.0078,32.1973,0.0078,2060.6250,0.0078,32.1973,0.0078,2060.6250,0.0078,32.1973,0.0078,2060.6250,0.0078,32.1973,0.0078
11,3,3,-12.0000,3.0000,1.9424,1.0000,1.0000,0.0000,0.0000,0.0000,127,255,127,255,1.5010,0.5000,32.1973,0.0078,2060.6250,0.0079,32.1973,0.0078,2060.6250,0.0079,32.1973,0.0078,2060.6250,0.0079,32.1973,0.0078,2060.6250,0.0079,32.1973,0.0078,2060.6250,0.0079
12,6,6,-12.0000,3.0000,3.9414,1.0000,1.0000,0.0000,0.0000,0.0000,127,255,127,255,1.0010,0.5000,32.1973,0.0078,0.0079,0.0078,32.1973,0.0078,0.0079,0.0078,32.1973,0.0078,0.0079,0.0078,32.1973,0.0078,0.0079,0.0078,32.1973,0.0078,0.0079,0.0078
13,7,7,-12.0000,1.0000,3.9414,1.0000,1.0000,0.0000,0.0000,0.0000,127,255,127,255,1.0010,1.0000,0.0079,0.0078,0.0079,0.0078,0.0079,0.0078,0.0079,0.0078,0.0079,0.0078,0.0079,0.0078,0.0079,0.0078,0.0079,0.0078,0.0079,0.0078,0.0079,0.0078
14,8,8,-12.0000,1.0000,1.9424,1.0000,1.0000,0.0000,0.0000,0.0000,127,255,127,255,1.4990,1.0000,0.0079,0.0078,32.1973,0.0078,0.0079,0.0078,32.1973,0.0078,0.0079,0.0078,32.1973,0.0078,0.0079,0.0078,32.1973,0.0078,0.0079,0.0078,32.1973,0.0078
15,9,9,-12.0000,3.0000,1.9424,1.0000,1.0000,0.0000,0.0000,0.0000,127,255,127,255,1.4990,0.5000,32.1973,0.0078,2060.6250,0.0078,32.1973,0.0078,2060.6250,0.0078,32.1973,0.0078,2060.6250,0.0078,32.1973,0.0078,2060.6250,0.0078,32.1973,0.0078,2060.6250,0.0078
16,6,6,-12.0000,3.0000,3.9414,1.0000,1.0000,0.0000,0.0000,0.0000,127,255,127,255,1.0010,0.5000,32.1973,0.0078,0.0079,0.0078,32.1973,0.0078,0.0079,0.0078,32.1973,0.0078,0.0079,0.0078,32.1973,0.0078,0.0079,0.0078,32.1973,0.0078,0.0079,0.0078
17,8,8,-12.0000,1.0000,1.9424,1.0000,1.0000,0.0000,0.0000,0.0000,127,255,127,255,1.4990,1.0000,0.0079,0.0078,32.1973,0.0078,0.0079,0.0078,32.1973,0.0078,0.0079,0.0078,32.1973,0.0078,0.0079,0.0078,32.1973,0.0078,0.0079,0.0078,32.1973,0.0078
18,10,10,-12.0000,5.0000,3.9414,1.0000,1.0000,0.0000,0.0000,0.0000,127,255,127,255,1.0010,0.0010,2060.6250,0.0078,2060.6250,0.0078,2060.6250,0.0078,2060.6250,0.0078,2060.6250,0.0078,2060.6250,0.0078,2060.6250,0.0078,2060.6250,0.0078,2060.6250,0.0078,2060.6250,0.0078
19,6,6,-12.0000,3.0000,3.9414,1.0000,1.0000,0.0000,0.0000,0.0000,127,255,127,255,1.0010,0.5000,32.1973,0.0078,0.0079,0.0078,32.1973,0.0078,0.0079,0.0078,32.1973,0.0078,0.0079,0.0078,32.1973,0.0078,0.0079,0.0078,32.1973,0.0078,0.0079,0.0078
20,9,9,-12.0000,3.0000,1.9424,1.0000,1.0000,0.0000,0.0000,0.0000,127,255,127,255,1.4990,0.5000,32.1973,0.0078,2060.6250,0.0078,32.1973,0.0078,2060.6250,0.0078,32.1973,0.0078,2060.6250,0.0078,32.1973,0.0078,2060.6250,0.0078,32.1973,0.0078,2060.6250,0.0078
21,11,11,-12.0000,5.0000,1.9424,1.0000,1.0000,0.0000,0.0000,0.0000,127,255,127,255,1.4990,0.0010,2060.6250,0.0078,0.0079,0.0078,2060.6250,0.0078,0.0079,0.0078,2060.6250,0.0078,0.0079,0.0078,2060.6250,0.0078,0.0079,0.0078,2060.6250,0.0078,0.0079,0.0078
22,10,10,-12.0000,5.0000,3.9414,1.0000,1.0000,0.0000,0.0000,0.0000,127,255,127,255,1.0010,0.0010,2060.6250,0.0078,2060.6250,0.0078,2060.6250,0.0078,2060.6250,0.0078,2060.6250,0.0078,2060.6250,0.0078,2060.6250,0.0078,2060.6250,0.0078,2060.6250,0.0078,2060.6250,0.0078
23,9,9,-12.0000,3.0000,1.9424,1.0000,1.0000,0.0000,0.0000,0.0000,127,255,127,255,1.4990,0.5000,32.1973,0.0078,2060.6250,0.0078,32.1973,0.0078,2060.6250,0.0078,32.1973,0.0078,2060.6250,0.0078,32.1973,0.0078,2060.6250,0.0078,32.1973,0.0078,2060.6250,0.0078
24,12,12,-12.0000,1.0000,3.9414,1.0000,1.0000,0.0000,0.0000,0.0000,127,255,127,255,0.4990,1.0000,0.0079,0.0078,32.1973,0.0078,0.0079,0.0078,32.1973,0.0078,0.0079,0.0078,32.1973,0.0078,0.0079,0.0078,32.1973,0.0078,0.0079,0.0078,32.1973,0.0078
25,13,13,-12.0000,3.0000,3.9414,1.0000,1.0000,0.0000,0.0000,0.0000,127,255,127,255,0.4990,0.5000,32.1973,0.0078,0.0079,0.0029,32.1973,0.0078,0.0079,0.0029,32.1973,0.0078,0.0079,0.0029,32.1973,0.0078,0.0079,0.0029,32.1973,0.0078,0.0079,0.0029
26,14,14,-12.0000,1.0000,5.9414,0.9053,1.0000,0.0000,0.0000,0.0000,127,255,127,255,0.0010,1.0000,0.0079,0.0029,32.1973,0.0014,0.0079,0.0029,32.1973,0.0014,0.0079,0.0029,32.1973,0.0014,0.0079,0.0029,32.1973,0.0014,0.0079,0.0029,32.1973,0.0014
27,13,13,-12.0000,3.0000,3.9414,1.0000,1.0000,0.0000,0.0000,0.0000,127,255,127,255,0.4990,0.5000,32.1973,0.0078,0.0079,0.0029,32.1973,0.0078,0.0079,0.0029,32.1973,0.0078,0.0079,0.0029,32.1973,0.0078,0.0079,0.0029,32.1973,0.0078,0.0079,0.0029
28,15,15,-12.0000,3.0000,5.9414,0.8423,1.0000,0.0000,0.0000,0.0000,127,255,127,255,0.0010,0.5000,32.1973,0.0014,2060.6250,0.0078,32.1973,0.0014,2060.6250,0.0078,32.1973,0.0014,2060.6250,0.0078,32.1973,0.0014,2060.6250,0.0078,32.1973,0.0014,2060.6250,0.0078
29,14,14,-12.0000,1.0000,5.9414,0.9053,1.0000,0.0000,0.0000,0.0000,127,255,127,255,0.0010,1.0000,0.0079,0.0029,32.1973,0.0014,0.0079,0.0029,32.1973,0.0014,0.0079,0.0029,32.1973,0.0014,0.0079,0.0029,32.1973,0.0014,0.0079,0.0029,32.1973,0.0014
30,13,13,-12.0000,3.0000,3.9414,1.0000,1.0000,0.0000,0.0000,0.0000,127,255,127,255,0.4990,0.5000,32.1973,0.0078,0.0079,0.0029,32.1973,0.0078,0.0079,0.0029,32.1973,0.0078,0.0079,0.0029,32.1973,0.0078,0.0079,0.0029,32.1973,0.0078,0.0079,0.0029
31,16,16,-12.0000,5.0000,3.9414,1.0000,1.0000,0.0000,0.0000,0.0000,127,255,127,255,0.4990,0.0010,2060.6250,0.0078,2060.6250,0.0031,2060.6250,0.0078,2060.6250,0.0031,2060.6250,0.0078,2060.6250,0.0031,2060.6250,0.0078,2060.6250,0.0031,2060.6250,0.0078,2060.6250,0.0031
32,15,15,-12.0000,3.0000,5.9414,0.8423,1.0000,0.0000,0.0000,0.0000,127,255,127,255,0.0010,0.5000,32.1973,0.0014,2060.6250,0.0078,32.1973,0.0014,2060.6250,0.0078,32.1973,0.0014,2060.6250,0.0078,32.1973,0.0014,2060.6250,0.0078,32.1973,0.0014,2060.6250,0.0078
33,16,16,-12.0000,5.0000,3.9414,1.0000,1.0000,0.0000,0.0000,0.0000,127,255,127,255,0.4990,0.0010,2060.6250,0.0078,2060.6250,0.0031,2060.6250,0.0078,2060.6250,0.0031,2060.6250,0.0078,2060.6250,0.0031,2060.6250,0.0078,2060.6250,0.0031,2060.6250,0.0078,2060.6250,0.0031
34,17,17,-12.0000,5.0000,5.9414,0.9106,1.0000,0.0000,0.0000,0.0000,127,255,127,255,0.0010,0.0010,2060.6250,0.0031,0.0079,0.0001,2060.6250,0.0031,0.0079,0.0001,2060.6250,0.0031,0.0079,0.0001,2060.6250,0.0031,0.0079,0.0001,2060.6250,0.0031,0.0079,0.0001
35,15,15,-12.0000,3.0000,5.9414,0.8423,1.0000,0.0000,0.0000,0.0000,127,255,127,255,0.0010,0.5000,32.1973,0.0014,2060.6250,0.0078,32.1973,0.0014,2060.6250,0.0078,32.1973,0.0014,2060.6250,0.0078,32.1973,0.0014,2060.6250,0.0078,32.1973,0.0014,2060.6250,0.0078
36,18,18,-12.0000,1.0000,8.0000,0.6172,1.0000,0.0000,0.0000,0.0000,127,255,127,0,0.9990,1.0000,0.0079,0.0001,0.0079,0.0029,0.0079,0.0001,0.0079,0.0029,0.0079,0.0001,0.0079,0.0029,0.0079,0.0001,0.0079,0.0029,0.0079,0.0001,0.0079,0.0029
37,19,19,-12.0000,1.0000,5.9414,0.9053,1.0000,0.0000,0.0000,0.0000,127,255,127,0,0.5010,1.0000,0.0079,0.0029,32.1973,0.0000,0.0079,0.0029,32.1973,0.0000,0.0079,0.0029,32.1973,0.0000,0.0079,0.0029,32.1973,0.0000,0.0079,0.0029,32.1973,0.0000
38,20,20,-12.0000,3.0000,8.0000,0.4922,1.0000,0.0000,0.0000,0.0000,127,255,127,0,0.9990,0.5000,32.1973,0.0000,32.1973,0.0014,32.1973,0.0000,32.1973,0.0014,32.1973,0.0000,32.1973,0.0014,32.1973,0.0000,32.1973,0.0014,32.1973,0.0000,32.1973,0.0014
39,19,19,-12.0000,1.0000,5.9414,0.9053,1.0000,0.0000,0.0000,0.0000,127,255,127,0,0.5010,1.0000,0.0079,0.0029,32.1973,0.0000,0.0079,0.0029,32.1973,0.0000,0.0079,0.0029,32.1973,0.0000,0.0079,0.0029,32.1973,0.0000,0.0079,0.0029,32.1973,0.0000
40,21,21,-12.0000,3.0000,5.9414,0.8423,1.0000,0.0000,0.0000,0.0000,127,255,127,0,0.5010,0.5000,32.1973,0.0014,2060.6250,0.0001,32.1973,0.0014,2060.6250,0.0001,32.1973,0.0014,2060.6250,0.0001,32.1973,0.0014,2060.6250,0.0001,32.1973,0.0014,2060.6250,0.0001
41,20,20,-12.0000,3.0000,8.0000,0.4922,1.0000,0.0000,0.0000,0.0000,127,255,127,0,0.9990,0.5000,32.1973,0.0000,32.1973,0.0014,32.1973,0.0000,32.1973,0.0014,32.1973,0.0000,32.1973,0.0014,32.1973,0.0000,32.1973,0.0014,32.1973,0.0000,32.1973,0.0014
42,20,20,-12.0000,3.0000,8.0000,0.4922,1.0000,0.0000,0.0000,0.0000,127,255,127,0,0.9990,0.5000,32.1973,0.0000,32.1973,0.0014,32.1973,0.0000,32.1973,0.0014,32.1973,0.0000,32.1973,0.0014,32.1973,0.0000,32.1973,0.0014,32.1973,0.0000,32.1973,0.0014
43,21,21,-12.0000,3.0000,5.9414,0.8423,1.0000,0.0000,0.0000,0.0000,127,255,127,0,0.5010,0.5000,32.1973,0.0014,2060.6250,0.0001,32.1973,0.0014,2060.6250,0.0001,32.1973,0.0014,2060.6250,0.0001,32.1973,0.0014,2060.6250,0.0001,32.1973,0.0014,2060.6250,0.0001
44,22,22,-12.0000,5.0000,8.0000,0.5781,1.0000,0.0000,0.0000,0.0000,127,255,127,0,0.9990,0.0010,2060.6250,0.0001,2060.6250,0.0031,2060.6250,0.0001,2060.6250,0.0031,2060.6250,0.0001,2060.6250,0.0031,2060.6250,0.0001,2060.6250,0.0031,2060.6250,0.0001,2060.6250,0.0031
45,21,21,-12.0000,3.0000,5.9414,0.8423,1.0000,0.0000,0.0000,0.0000,127,255,127,0,0.5010,0.5000,32.1973,0.0014,2060.6250,0.0001,32.1973,0.0014,2060.6250,0.0001,32.1973,0.0014,2060.6250,0.0001,32.1973,0.0014,2060.6250,0.0001,32.1973,0.0014,2060.6250,0.0001
46,23,23,-12.0000,5.0000,5.9414,0.9106,1.0000,0.0000,0.0000,0.0000,127,255,127,0,0.5010,0.0010,2060.6250,0.0031,0.0079,0.0001,2060.6250,0.0031,0.0079,0.0001,2060.6250,0.0031,0.0079,0.0001,2060.6250,0.0031,0.0079,0.0001,2060.6250,0.0031,0.0079,0.0001
47,22,22,-12.0000,5.0000,8.0000,0.5781,1.0000,0.0000,0.0000,0.0000,127,255,127,0,0.9990,0.0010,2060.6250,0.0001,2060.6250,0.0031,2060.6250,0.0001,2060.6250,0.0031,2060.6250,0.0001,2060.6250,0.0031,2060.6250,0.0001,2060.6250,0.0031,2060.6250,0.0001,2060.6250,0.0031
48,24,24,-12.0000,1.0000,-8.0000,0.6094,1.0000,0.0000,0.0000,0.0000,127,255,127,255,1.9990,1.0000,0.0079,0.0001,32.1973,0.0000,0.0079,0.0001,32.1973,0.0000,0.0079,0.0001,32.1973,0.0000,0.0079,0.0001,32.1973,0.0000,0.0079,0.0001,32.1973,0.0000
49,25,25,-12.0000,3.0000,-8.0000,0.4980,1.0000,0.0000,0.0000,0.0000,127,254,127,255,1.9990,0.5000,32.1973,0.0000,0.0079,0.0028,32.1973,0.0000,0.0079,0.0028,32.1973,0.0000,0.0079,0.0028,32.1973,0.0000,0.0079,0.0028,32.1973,0.0000,0.0079,0.0028
50,26,26,-12.0000,1.0000,-6.0586,0.9009,1.0000,0.0000,0.0000,0.0000,127,255,127,255,1.5010,1.0000,0.0079,0.0028,32.1973,0.0011,0.0079,0.0028,32.1973,0.0011,0.0079,0.0028,32.1973,0.0011,0.0079,0.0028,32.1973,0.0011,0.0079,0.0028,32.1973,0.0011
51,25,25,-12.0000,3.0000,-8.0000,0.4980,1.0000,0.0000,0.0000,0.0000,127,254,127,255,1.9990,0.5000,32.1973,0.0000,0.0079,0.0028,32.1973,0.0000,0.0079,0.0028,32.1973,0.0000,0.0079,0.0028,32.1973,0.0000,0.0079,0.0028,32.1973,0.0000,0.0079,0.0028
52,27,27,-12.0000,3.0000,-6.0586,0.8208,1.0000,0.0000,0.0000,0.0000,127,254,127,255,1.5010,0.5000,32.1973,0.0011,2060.6250,0.0001,32.1973,0.0011,2060.6250,0.0001,32.1973,0.0011,2060.6250,0.0001,32.1973,0.0011,2060.6250,0.0001,32.1973,0.0011,2060.6250,0.0001
53,26,26,-12.0000,1.0000,-6.0586,0.9009,1.0000,0.0000,0.0000,0.0000,127,255,127,255,1.5010,1.0000,0.0079,0.0028,32.1973,0.0011,0.0079,0.0028,32.1973,0.0011,0.0079,0.0028,32.1973,0.0011,0.0079,0.0028,32.1973,0.0011,0.0079,0.0028,32.1973,0.0011
54,25,25,-12.0000,3.0000,-8.0000,0.4980,1.0000,0.0000,0.0000,0.0000,127,254,127,255,1.9990,0.5000,32.1973,0.0000,0.0079,0.0028,32.1973,0.0000,0.0079,0.0028,32.1973,0.0000,0.0079,0.0028,32.1973,0.0000,0.0079,0.0028,32.1973,0.0000,0.0079,0.0028
55,28,28,-12.0000,5.0000,-8.0000,0.5820,1.0000,0.0000,0.0000,0.0000,127,255,127,255,1.9990,0.0010,2060.6250,0.0001,2060.6250,0.0027,2060.6250,0.0001,2060.6250,0.0027,2060.6250,0.0001,2060.6250,0.0027,2060.6250,0.0001,2060.6250,0.0027,2060.6250,0.0001,2060.6250,0.0027
56,27,27,-12.0000,3.0000,-6.0586,0.8208,1.0000,0.0000,0.0000,0.0000,127,254,127,255,1.5010,0.5000,32.1973,0.0011,2060.6250,0.0001,32.1973,0.0011,2060.6250,0.0001,32.1973,0.0011,2060.6250,0.0001,32.1973,0.0011,2060.6250,0.0001,32.1973,0.0011,2060.6250,0.0001
57,28,28,-12.0000,5.0000,-8.0000,0.5820,1.0000,0.0000,0.0000,0.0000,127,255,127,255,1.9990,0.0010,2060.6250,0.0001,2060.6250,0.0027,2060.6250,0.0001,2060.6250,0.0027,2060.6250,0.0001,2060.6250,0.0027,2060.6250,0.0001,2060.6250,0.0027,2060.6250,0.0001,2060.6250,0.0027
58,29,29,-12.0000,5.0000,-6.0586,0.8989,1.0000,0.0000,0.0000,0.0000,127,255,127,255,1.5010,0.0010,2060.6250,0.0027,32.1973,0.0079,2060.6250,0.0027,32.1973,0.0079,2060.6250,0.0027,32.1973,0.0079,2060.6250,0.0027,32.1973,0.0079,2060.6250,0.0027,32.1973,0.0079
59,27,27,-12.0000,3.0000,-6.0586,0.8208,1.0000,0.0000,0.0000,0.0000,127,254,127,255,1.5010,0.5000,32.1973,0.0011,2060.6250,0.0001,32.1973,0.0011,2060.6250,0.0001,32.1973,0.0011,2060.6250,0.0001,32.1973,0.0011,2060.6250,0.0001,32.1973,0.0011,2060.6250,0.0001
60,30,30,-12.0000,3.0000,-4.0586,1.0000,1.0000,0.0000,0.0000,0.0000,127,255,127,255,1.0010,0.5000,32.1973,0.0079,0.0079,0.0078,32.1973,0.0079,0.0079,0.0078,32.1973,0.0079,0.0079,0.0078,32.1973,0.0079,0.0079,0.0078,32.1973,0.0079,0.0079,0.0078
61,31,31,-12.0000,1.0000,-4.0586,0.9995,1.0000,0.0000,0.0000,0.0000,127,255,127,255,1.0010,1.0000,0.0079,0.0078,0.0079,0.0028,0.0079,0.0078,0.0079,0.0028,0.0079,0.0078,0.0079,0.0028,0.0079,0.0078,0.0079,0.0028,0.0079,0.0078,0.0079,0.0028
62,32,32,-12.0000,1.0000,-6.0586,0.9009,1.0000,0.0000,0.0000,0.0000,127,255,127,255,1.4990,1.0000,0.0079,0.0028,32.1973,0.0011,0.0079,0.0028,32.1973,0.0011,0.0079,0.0028,32.1973,0.0011,0.0079,0.0028,32.1973,0.0011,0.0079,0.0028,32.1973,0.0011
63,33,33,-12.0000,3.0000,-6.0586,0.8208,1.0000,0.0000,0.0000,0.0000,127,255,127,255,1.4990,0.5000,32.1973,0.0011,2060.6250,0.0079,32.1973,0.0011,2060.6250,0.0079,32.1973,0.0011,2060.6250,0.0079,32.1973,0.0011,2060.6250,0.0079,32.1973,0.0011,2060.6250,0.0079
64,30,30,-12.0000,3.0000,-4.0586,1.0000,1.0000,0.0000,0.0000,0.0000,127,255,127,255,1.0010,0.5000,32.1973,0.0079,0.0079,0.0078,32.1973,0.0079,0.0079,0.0078,32.1973,0.0079,0.0079,0.0078,32.1973,0.0079,0.0079,0.0078,32.1973,0.0079,0.0079,0.0078
65,32,32,-12.0000,1.0000,-6.0586,0.9009,1.0000,0.0000,0.0000,0.0000,127,255,127,255,1.4990,1.0000,0.0079,0.0028,32.1973,0.0011,0.0079,0.0028,32.1973,0.0011,0.0079,0.0028,32.1973,0.0011,0.0079,0.0028,32.1973,0.0011,0.0079,0.0028,32.1973,0.0011
66,34,34,-12.0000,5.0000,-4.0586,1.0000,1.0000,0.0000,0.0000,0.0000,127,255,127,255,1.0010,0.0010,2060.6250,0.0079,2060.6250,0.0027,2060.6250,0.0079,2060.6250,0.0027,2060.6250,0.0079,2060.6250,0.0027,2060.6250,0.0079,2060.6250,0.0027,2060.6250,0.0079,2060.6250,0.0027
67,30,30,-12.0000,3.0000,-4.0586,1.0000,1.0000,0.0000,0.0000,0.0000,127,255,127,255,1.0010,0.5000,32.1973,0.0079,0.0079,0.0078,32.1973,0.0079,0.0079,0.0078,32.1973,0.0079,0.0079,0.0078,32.1973,0.0079,0.0079,0.0078,32.1973,0.0079,0.0079,0.0078
68,33,33,-12.0000,3.0000,-6.0586,0.8208,1.0000,0.0000,0.0000,0.0000,127,255,127,255,1.4990,0.5000,32.1973,0.0011,2060.6250,0.0079,32.1973,0.0011,2060.6250,0.0079,32.1973,0.0011,2060.6250,0.0079,32.1973,0.0011,2060.6250,0.0079,32.1973,0.0011,2060.6250,0.0079
